,series_code,indicator_name
1375,TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)"
1376,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)"
1377,TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
1378,TM.UVI.MRCH.XD.WD,Import unit value index (2015 = 100)
1379,TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports)
1380,TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports)
1381,TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports)
1382,TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports)
1383,TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports)
1384,TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports)
1385,TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports)
1386,TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports)
1387,TM.VAL.MRCH.CD.WT,Merchandise imports (current US$)
1388,TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports)
1389,TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)
1390,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)
1391,TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)
1392,TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)
1393,TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)
1394,TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)
1395,TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)
1396,TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
1397,TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$)
1398,TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)
1399,TM.VAL.MRCH.XD.WD,Import value index (2000 = 100)
1400,TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)"
1401,TM.VAL.SERV.CD.WT,Commercial service imports (current US$)
1402,TM.VAL.TRAN.ZS.WT,Transport services (% of commercial service imports)
1403,TM.VAL.TRVL.ZS.WT,Travel services (% of commercial service imports)
1404,TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2000 = 100)
1405,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports)
1406,TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100)
1407,TX.UVI.MRCH.XD.WD,Export unit value index (2015 = 100)
1408,TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports)
1409,TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports)
1410,TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports)
1411,TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports)
1412,TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports)
1413,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports)
1414,TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports)
1415,TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports)
1416,TX.VAL.MRCH.CD.WT,Merchandise exports (current US$)
1417,TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports)
1418,TX.VAL.MRCH.OR.ZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)
1419,TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)
1420,TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)
1421,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
1422,TX.VAL.MRCH.R4.ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)
1423,TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)
1424,TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)
1425,TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
1426,TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$)
1427,TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)
1428,TX.VAL.MRCH.XD.WD,Export value index (2000 = 100)
1429,TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)"
1430,TX.VAL.SERV.CD.WT,Commercial service exports (current US$)
1431,TX.VAL.TECH.CD,High-technology exports (current US$)
1432,TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports)
1433,TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports)
1434,TX.VAL.TRVL.ZS.WT,Travel services (% of commercial service exports)
1435,VC.BTL.DETH,Battle-related deaths (number of people)
1436,VC.IDP.NWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)"
1437,VC.IDP.NWDS,"Internally displaced persons, new displacement associated with disasters (number of cases)"
1438,VC.IDP.TOCV,"Internally displaced persons, total displaced by conflict and violence (number of people)"
1439,VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)"
1440,VC.IHR.PSRC.MA.P5,"Intentional homicides, male (per 100,000 male)"
1441,VC.IHR.PSRC.P5,"Intentional homicides (per 100,000 people)"
